,returns
2018-10-19,-0.015112821
2018-10-22,0.0073956395
2018-10-23,-0.009761831
2018-10-24,-0.033973463
2018-10-25,0.03315109
2018-10-26,0.012867482
2018-10-29,-0.0032788878
2018-10-30,0.034057155
2018-10-31,-0.006844406
2018-11-01,0.038924027
2018-11-02,0.003909678
2018-11-05,0.010106458
2018-11-06,0.0028718342
2018-11-07,0.024198275
2018-11-08,0.0057399725
2018-11-09,-0.020520478
2018-11-12,-0.02289482
2018-11-13,-0.0005502796
2018-11-14,-0.0066110063
2018-11-15,0.0075252745
2018-11-16,0.013770955
2018-11-19,-0.018288441
2018-11-20,-0.0013097387
2018-11-21,-0.0014944253
2018-11-23,-2.5226735e-05
2018-11-26,0.010618266
2018-11-27,0.0035814554
2018-11-28,0.014011695
2018-11-29,-0.0058951336
2018-11-30,0.014973415
2018-12-03,0.013429126
2018-12-04,-0.04333848
2018-12-06,-0.01361363
2018-12-07,-0.041154422
2018-12-10,0.0119064115
2018-12-11,0.0029962868
2018-12-12,0.01086196
2018-12-13,-0.0006789351
2018-12-14,-0.018445065
2018-12-17,-0.04323743
2018-12-18,0.012175638
2018-12-19,-0.009816395
2018-12-20,-0.022653092
2018-12-21,-0.05428682
2018-12-24,-0.010151219
2018-12-26,0.043273814
2018-12-27,0.029601868
2018-12-28,0.007958826
2018-12-31,0.015167892
2019-01-02,-0.012980731
2019-01-03,-0.024167027
2019-01-04,0.027338993
2019-01-07,0.03702893
2019-01-08,0.03866872
2019-01-09,0.018556697
2019-01-10,0.010894351
2019-01-11,0.020063808
2019-01-14,0.004257395
2019-01-15,0.020704783
2019-01-16,-0.0036998028
2019-01-17,0.00046084853
2019-01-18,0.023806384
2019-01-22,-0.00503227
2019-01-23,-0.0039155986
2019-01-24,0.0056370776
2019-01-25,0.0036818215
2019-01-28,-0.004445319
2019-01-29,0.0071306154
2019-01-30,0.016211344
2019-01-31,0.0029973118
2019-02-01,-0.0010075948
2019-02-04,0.0028488454
2019-02-05,0.011598525
2019-02-06,0.0003205299
2019-02-07,-0.007049936
2019-02-08,0.0011776987
2019-02-11,0.0055903704
2019-02-12,0.046983488
2019-02-13,-0.005216738
2019-02-14,-0.01753696
2019-02-15,0.024566595
2019-02-19,-0.014613748
2019-02-20,0.0062066186
2019-02-21,-0.0011133803
2019-02-22,0.008029497
2019-02-25,0.0035301445
2019-02-26,-0.014436232
2019-02-27,0.020239763
2019-02-28,-0.0054575983
2019-03-01,0.016610436
2019-03-04,-0.005733261
2019-03-05,-0.002839604
2019-03-06,-0.016362237
2019-03-07,0.0020532254
2019-03-08,-0.003063548
2019-03-11,0.018898917
2019-03-12,-0.0029860348
2019-03-13,0.011875151
2019-03-14,-0.0041496195
2019-03-15,0.011179406
2019-03-18,0.0015827268
2019-03-19,-0.0019256029
2019-03-20,-0.0035623915
2019-03-21,0.02318646
2019-03-22,-0.027968023
2019-03-25,-0.00062117446
2019-03-26,0.00637124
2019-03-27,-0.0061361557
2019-03-28,0.008433033
2019-03-29,0.0076743914
2019-04-01,0.00807022
2019-04-02,-0.010863676
2019-04-03,0.0110249305
2019-04-04,-0.0001808703
2019-04-05,0.0013091669
2019-04-08,0.0045484025
2019-04-09,-0.007557428
2019-04-10,0.014991013
2019-04-11,0.005622049
2019-04-12,0.013671811
2019-04-15,0.0033854367
2019-04-16,0.0036770585
2019-04-17,0.017930286
2019-04-18,0.00017903518
2019-04-22,-0.00328716
2019-04-23,0.0043150983
2019-04-24,0.0015221061
2019-04-25,-0.005027702
2019-04-26,-0.025164668
2019-04-29,-0.011391241
2019-04-30,0.0031769488
2019-05-01,-0.0075159613
2019-05-02,0.008071797
2019-05-03,0.0627144
2019-05-06,0.0041226614
2019-05-07,-0.018506464
2019-05-08,-0.011100743
2019-05-09,-0.022575635
2019-05-10,0.006279565
2019-05-13,-0.02864388
2019-05-14,0.016133685
2019-05-15,-0.0018287823
2019-05-16,0.010311226
2019-05-17,-0.018841885
2019-05-20,-0.017619656
2019-05-21,0.007884163
2019-05-22,0.005515841
2019-05-23,0.0040516094
2019-05-24,0.0013548944
2019-05-28,-0.012508318
2019-05-29,-0.022356914
2019-05-30,0.0135735255
2019-05-31,-0.006668637
2019-06-03,-0.010537599
2019-06-04,0.025801849
2019-06-05,0.008220038
2019-06-06,0.00934086
2019-06-07,0.016614217
2019-06-10,0.01744323
2019-06-11,0.008207736
2019-06-12,0.0075878687
2019-06-13,-0.009115917
2019-06-14,-0.0064150644
2019-06-17,0.0034469143
2019-06-18,0.027203921
2019-06-19,0.0064459126
2019-06-20,0.016007021
2019-06-21,0.0024495039
2019-06-24,-0.0016197305
2019-06-25,-0.0075860852
2019-06-26,0.0027576364
2019-06-27,0.0082576
2019-06-28,0.01837973
2019-07-01,0.009241469
2019-07-02,-0.003077157
2019-07-03,0.013738987
2019-07-05,-0.0009482185
2019-07-08,-0.013411036
2019-07-09,-0.002163226
2019-07-10,0.0019296188
2019-07-11,-0.0015924082
2019-07-12,-0.0046785586
2019-07-15,0.008386203
2019-07-16,-0.0055667874
2019-07-17,-0.015683794
2019-07-18,0.003889586
2019-07-19,-0.002397296
2019-07-22,0.010292944
2019-07-23,0.005971398
2019-07-24,0.0037251124
2019-07-25,-0.0031343848
2019-07-26,-0.010283398
2019-07-29,0.007639432
2019-07-30,-0.002186004
2019-07-31,-0.016776646
2019-08-01,-0.019023223
2019-08-02,-0.08532628
2019-08-05,-0.035671216
2019-08-06,0.03327684
2019-08-07,-0.0018758483
2019-08-08,0.0075985678
2019-08-09,-0.022144454
2019-08-12,-0.021172684
2019-08-13,0.030226756
2019-08-14,-0.03246717
2019-08-15,0.0031167297
2019-08-16,0.0326898
2019-08-19,0.0032000393
2019-08-20,0.011047961
2019-08-21,0.006580862
2019-08-22,-0.0023092357
2019-08-23,-0.019562323
2019-08-26,-0.0003538318
2019-08-27,0.008427342
2019-08-28,0.006650705
2019-08-29,0.019623581
2019-08-30,0.0060161166
2019-09-03,-0.0077805407
2019-09-04,0.0012679473
2019-09-05,0.013954639
2019-09-06,0.0025754943
2019-09-09,-0.005610807
2019-09-10,0.006191061
2019-09-11,0.028284147
2019-09-12,-0.012478562
2019-09-13,-0.00020645774
2019-09-16,-0.009269168
2019-09-17,-2.932889e-05
2019-09-18,-0.0014014689
2019-09-19,0.006969538
2019-09-20,-0.0070266807
2019-09-23,-0.0062965816
2019-09-24,-0.010157876
2019-09-25,0.020993926
2019-09-26,0.01288054
2019-09-27,-0.0020242264
2019-09-30,0.00092629343
2019-10-01,-0.011487098
2019-10-02,-0.012301415
2019-10-03,0.010263516
2019-10-04,0.010817483
2019-10-07,-0.009863444
2019-10-08,-0.026097879
2019-10-09,0.013452735
2019-10-10,0.007851977
2019-10-11,0.014440769
2019-10-14,-0.0068445904
2019-10-15,0.010489615
2019-10-16,-0.012246145
2019-10-17,-6.3363e-05
2019-10-18,-9.240443e-05
2019-10-21,0.0039981566
2019-10-22,-0.007680559
2019-10-23,-0.0068008853
2019-10-24,0.009455704
2019-10-25,0.02575511
2019-10-28,0.018055895
2019-10-29,-0.0058748196
2019-10-30,0.006715721
2019-10-31,0.001986763
2019-11-01,0.07607661
2019-11-04,-0.0068447776
2019-11-05,-0.020569367
2019-11-06,0.010505924
2019-11-07,-0.008634515
2019-11-08,0.011334302
2019-11-11,0.0035235758
2019-11-12,0.0048884815
2019-11-13,0.00055564055
2019-11-14,0.007209066
2019-11-15,0.0044418694
2019-11-18,0.010526918
2019-11-19,0.006283889
2019-11-20,-0.011713785
2019-11-21,-0.005407145
2019-11-22,-0.002759277
2019-11-25,0.019805493
2019-11-26,0.0028364877
2019-11-27,0.0029549478
2019-11-29,-0.010040666
2019-12-02,-0.005651246
2019-12-03,-0.019772172
2019-12-04,0.0022807163
2019-12-05,0.004263842
2019-12-06,0.011918943
2019-12-09,-0.008540241
2019-12-10,-0.0014490702
2019-12-11,0.0033143323
2019-12-12,0.008185366
2019-12-13,0.00028838054
2019-12-16,0.0017003461
2019-12-17,-0.005767927
2019-12-18,-0.004880827
2019-12-19,0.016234018
2019-12-20,0.018545456
2019-12-23,0.0019920866
2019-12-24,0.0011776559
2019-12-26,0.009334501
2019-12-27,-0.0013720844
2019-12-30,-0.007570334
2019-12-31,0.0035172566
2020-01-02,0.0074883914
2020-01-03,-0.009608634
2020-01-06,-0.007324562
2020-01-07,-0.012871112
2020-01-08,0.0009571755
2020-01-09,0.0032994305
2020-01-10,0.0034104064
2020-01-13,0.013400102
2020-01-14,-0.0027293651
2020-01-15,-0.012428606
2020-01-16,0.0044535403
2020-01-17,-0.005009225
2020-01-21,0.0028047743
2020-01-22,0.019815516
2020-01-23,0.0052564456
2020-01-24,0.041700955
2020-01-27,-0.036929406
2020-01-28,0.02252099
2020-01-29,-0.017228173
2020-01-30,0.0012443832
2020-01-31,-0.03424405
2020-02-03,0.014872151
2020-02-04,0.0077084163
2020-02-05,0.015994659
2020-02-06,0.000104063656
2020-02-07,-0.011385401
2020-02-10,0.005797539
2020-02-11,0.0123594785
2020-02-12,-0.002975742
2020-02-13,0.0021605361
2020-02-14,-0.0050628292
2020-02-18,-0.019982547
2020-02-19,0.010465408
2020-02-20,-0.016086765
2020-02-21,-0.0215946
2020-02-24,-0.039784573
2020-02-25,-0.030181505
2020-02-26,-0.008143605
2020-02-27,-0.057847284
2020-02-28,-0.008229263
2020-03-02,0.0440394
2020-03-03,-0.029868852
2020-03-04,0.04532634
2020-03-05,-0.03141808
2020-03-06,-0.013297038
2020-03-09,-0.08769008
2020-03-10,0.049850427
2020-03-11,-0.049708173
2020-03-12,-0.11023468
2020-03-13,0.14815281
2020-03-16,-0.16950108
2020-03-17,0.113110565
2020-03-18,-0.023914173
2020-03-19,-0.019016705
2020-03-20,-0.014719165
2020-03-23,0.030254845
2020-03-24,0.0659017
2020-03-25,-0.0011871811
2020-03-26,0.08045218
2020-03-27,-0.060570873
2020-03-30,0.05340084
2020-03-31,-0.03747276
2020-04-01,-0.0601053
2020-04-02,0.046730362
2020-04-03,-0.0025822795
2020-04-06,0.07297995
2020-04-07,0.0018473059
2020-04-08,0.013216711
2020-04-09,-0.017975481
2020-04-13,0.014127894
2020-04-14,0.027076192
2020-04-15,-0.025406947
2020-04-16,0.021805357
2020-04-17,0.0045341225
2020-04-20,-0.01999438
2020-04-21,-0.04844936
2020-04-22,0.050178
2020-04-23,0.0063265446
2020-04-24,0.00048468684
2020-04-27,0.020389156
2020-04-28,-0.010994658
2020-04-29,0.051715348
2020-04-30,-0.02164242
2020-05-01,-0.047674283
2020-05-04,-0.0036270565
2020-05-05,0.017570734
2020-05-06,0.00869829
2020-05-07,0.017843746
2020-05-08,0.002720151
2020-05-11,0.008979368
2020-05-12,-0.027167412
2020-05-13,-0.011214712
2020-05-14,0.029231604
2020-05-15,0.0012617614
